step tr_loss te_loss tr_acc te_acc
0 1.7789566758 3.88935167245 0.349081697013 0.038231780234
1 1.44500045426 2.9015333661 0.48068397739 0.111111111004
2 1.27448346565 3.38178521815 0.548321722753 0.08841099153
3 1.2200780906 1.89067600221 0.57859404688 0.420549582552
4 1.15223684349 2.20635087715 0.607853071617 0.448028675117
5 1.10352758797 2.37665672684 0.631792273319 0.365591397244
6 1.03142009764 3.01427665834 0.662951235057 0.395459977387
7 1.04380128005 5.58790057022 0.657504750061 0.328554362379
8 0.963201374733 4.40482634057 0.685877137444 0.299880524334
9 0.907319746718 2.43788111637 0.710196326804 0.450418159668
10 0.891417797877 4.27372296851 0.718936036009 0.401433691044
11 0.849837091295 2.59718132574 0.732108930246 0.50657108508
12 0.80578951286 3.07079166352 0.751361621453 0.511350059025
13 0.810955218487 2.66437808388 0.748068397728 0.518518516382
14 0.79804959874 6.73112933923 0.753768208149 0.309438469554
15 0.749492436961 1.98620255176 0.771374288022 0.541218635287
16 0.741239906656 2.61141116047 0.772894236496 0.551971323459
17 0.691034997136 1.85641949991 0.796200126874 0.545997607808
18 0.690019900818 2.01584854961 0.793920202751 0.530465948254
19 0.671113146295 3.63401425668 0.80025332498 0.399044204499
20 0.644302023484 2.30638186949 0.808739708888 0.545997607808
21 0.65672077315 3.66743054071 0.79962001284 0.485065709021
22 0.630186322273 2.89690917695 0.814186193967 0.477897250239
23 0.619816180126 1.85718899089 0.816212793081 0.553166068583
24 0.588711191232 2.29652152993 0.830398986459 0.572281960447
25 0.584621913355 1.81419929794 0.831538948996 0.63321385546
26 0.545723690913 1.75536850362 0.845345155539 0.63082436863
27 0.531445327546 1.97576186121 0.854211526411 0.622461168142
28 0.556140244135 5.0879452465 0.844838505474 0.413381122916
29 0.527245353905 2.19986849162 0.855731475708 0.556750296549
30 0.516786030435 1.7764404733 0.860037999111 0.616487450497
31 0.516723141567 2.60078466366 0.854211526328 0.55555555228
32 0.474044105647 1.55893446411 0.874477517174 0.640382313387
33 0.464083365669 2.04891096264 0.879164027994 0.606929510654
34 0.451429536269 3.81024705324 0.879670677772 0.446833929138
35 0.469753091629 3.56145694207 0.874857504795 0.459976104425
36 0.441436462386 2.39828420255 0.885243825908 0.540023891872
37 0.416155931186 2.62587316062 0.89385687177 0.550776581468
38 0.399582711408 2.72998366091 0.901203293601 0.550776580044
39 0.44176479002 2.30936905831 0.88765041203 0.61170847997
40 0.393053838975 2.19862892665 0.904876504449 0.6117084794
41 0.38653743301 2.33657313276 0.905889804005 0.59259259423
42 0.377783522831 2.58733436042 0.908296390739 0.577060926915
43 0.381963685278 2.08213553036 0.909056364546 0.622461167573
44 0.271680177904 1.74656182791 0.951741608696 0.645161285907
45 0.214971758445 1.67509976567 0.968207726205 0.636798083426
46 0.224121986098 1.82753612861 0.962127929401 0.593787332447
47 0.214890190938 1.85004955537 0.965674477314 0.684587813549
48 0.200644194387 1.70508809514 0.969854338355 0.643966543632
49 0.179221847976 1.90558352536 0.977327422872 0.665471919121
50 0.179515548703 2.57414336643 0.974920835685 0.543608121547
51 0.206751584444 1.97388385359 0.964661178127 0.636798083996
52 0.193922074036 3.02342017036 0.969094363521 0.55436080915
53 0.173423247895 2.13998863902 0.976694109623 0.626045396393
54 0.182741740038 2.34244439081 0.970867638198 0.663082433431
55 0.196768640783 2.39114507652 0.966054465304 0.623655910703
56 0.186035494251 2.29195358961 0.971880937098 0.602150534928
57 0.236665905422 2.83772756848 0.953388220846 0.615292708506
58 0.182405662204 2.2288808468 0.974160861305 0.635603342005
59 0.138044199229 1.98568672006 0.990120329322 0.661887690015
60 0.113227530273 1.88308672124 0.997846738442 0.689366781441
61 0.109857536864 1.92053639091 0.997720075997 0.664277185533
62 0.107595805604 2.02446540681 0.997466750821 0.675029864448
63 0.107623887167 1.9728904024 0.997466751108 0.679808837823
64 0.121210211648 2.09017738789 0.991640278657 0.68458780892
65 0.107651127931 2.04718047316 0.995693476597 0.675029863878
66 0.0974744294832 2.09320415961 0.998480050665 0.676224607578
67 0.097988607432 2.0861381882 0.997340088664 0.649940258713
68 0.0952362740546 2.12959348244 0.997466750821 0.648745515868
69 0.0939346881014 1.96714315292 0.997466751108 0.68339306579
70 0.0885442772041 2.09449645738 0.99873337498 0.660692947455
71 0.0971005933601 2.32328911765 0.994553514679 0.642771805415
72 0.0883548856857 2.09062328945 0.997846738442 0.670250891357
73 0.0826802185068 2.16478997163 0.999240025332 0.690561525426
74 0.0814336528972 2.00069313422 0.999113362888 0.691756268271
75 0.0783144043887 2.04210666972 0.999746675111 0.684587813834
76 0.0775210433166 2.18118006112 0.999746675111 0.68578255319
77 0.0776350099209 2.18717825726 0.999113362971 0.692951011117
78 0.0754736078746 2.16529836136 0.999873337269 0.690561524856
79 0.0744778995558 2.06271444555 0.999620012666 0.700119474812
80 0.0734999139534 2.10932203832 0.999873337555 0.68697729575
81 0.0729987316829 2.13956644643 0.999746675111 0.673835121318
82 0.0723753927402 2.20249155815 0.999620012666 0.677419355052
83 0.0707532745475 2.27110388786 0.999620012666 0.690561525426
84 0.0689164773489 2.36306609774 0.999746675111 0.677419351278
85 0.0674069595996 2.18492609925 0.999873337555 0.678614094978
86 0.0670336188754 2.11919912101 0.999620012666 0.701314212458
87 0.0661347812946 2.50617886814 1.0 0.630824374113
88 0.077560013611 2.51665882982 0.996200126662 0.660692951514
89 0.0746654810286 2.36432903599 0.997593413266 0.677419355337
90 0.0748070200177 2.33792255771 0.996706776154 0.664277176276
91 0.0698712157648 2.3348236658 0.998480050665 0.683393066644
92 0.0702636301348 2.4729610287 0.997593413266 0.655913975219
93 0.0746514419944 2.45491205863 0.996706776154 0.692951010832
94 0.0818644914675 3.24809679393 0.99392020266 0.643966543347
95 0.0817135317132 2.32452085312 0.99392020266 0.68339306579
96 0.0768207857075 2.80071724814 0.995566814523 0.65830346034
97 0.0701141817046 2.3420834181 0.998100063044 0.672640383101
98 0.0707334720424 2.33393036935 0.997086763488 0.679808836969
99 0.0685530573035 2.3328293965 0.997593413553 0.670250891642
100 0.0636977417172 2.24055509271 0.999240025332 0.690561525426
101 0.0602235006429 2.10442979319 0.999873337555 0.697729984207
102 0.0611936867945 2.30085391924 0.999113362888 0.652329745543
103 0.0628216267179 2.11450333892 0.999113362888 0.675029863878
104 0.0589955964888 2.14107043854 0.999873337555 0.697729983922
105 0.0572607089639 2.11830042824 1.0 0.698924726483
106 0.057349399154 2.27916632317 0.999620012666 0.691756267701
107 0.0569413581199 2.32155672382 0.999746675111 0.701314212743
108 0.056040949616 2.28040568618 0.999873337555 0.681003589357
109 0.0550678493678 2.17943214444 0.999620012666 0.689366781441
110 0.0610585885553 3.23718022218 0.997973400887 0.599761050092
111 0.0767521758942 3.00966174429 0.992906903103 0.629629629558
112 0.0655649853175 2.38611246907 0.99632678882 0.658303465254
113 0.0649575248696 2.48938180127 0.99696010133 0.689366782011
114 0.055986708548 2.33487667462 0.999746675111 0.68339306636
115 0.0613783026365 2.49151750648 0.997593413553 0.677419350993
116 0.0576913797049 2.28890994316 0.999240025332 0.702508955873
117 0.0541267623874 2.29197200937 0.999746675111 0.68458780949
118 0.0563409343881 2.2258898242 0.998986700443 0.682198323799
119 0.0610504055727 2.64978896916 0.997213425932 0.68339306636
120 0.0603627097119 2.85418357587 0.997340088664 0.647550773592
121 0.0598011147502 2.55297302958 0.998100063331 0.671445635057
122 0.0532085070501 2.368343396 0.999493350222 0.679808842452
123 0.0526935928103 2.35039569201 0.999493349935 0.658303461764
124 0.0527807506543 2.56225211788 0.999493349935 0.678614094978
125 0.0565095230654 2.4024027764 0.998480050665 0.667861405667
126 0.0629425949126 2.98209859593 0.995440152448 0.614097967085
127 0.0698376214706 2.97850801725 0.994046865104 0.618876937897
128 0.0625574050814 2.95791080776 0.996200126376 0.6606929466
129 0.0552123656542 2.57794239117 0.998480050665 0.651135007327
130 0.0522944547222 2.44293553314 0.999366687777 0.658303462049
131 0.0511541260693 2.48924177721 0.999620012666 0.651135003268
132 0.0528821509485 2.48359140586 0.998860037999 0.675029864448
133 0.0501158785997 2.30883841646 0.999620012666 0.683393066644
134 0.0490570893968 2.47298071219 0.999746675111 0.667861406521
135 0.0542405939634 2.88478058783 0.998226725776 0.660692951229
136 0.0585927057844 2.8304549561 0.996580113709 0.634408607278
137 0.0551768304772 2.24753862384 0.997720075997 0.692951015176
138 0.0505927440706 2.37900073753 0.999113362888 0.701314216802
139 0.0483990078357 2.25092468253 0.999873337555 0.689366790983
140 0.0480624263034 2.27129322696 0.999746675111 0.676224607863
141 0.0467674593596 2.45382711993 0.999873337555 0.6618876903
142 0.0463099514102 2.48121444869 0.999746675111 0.661887690585
143 0.0461343200628 2.33892511211 0.999746675111 0.672640383671
