step tr_loss te_loss tr_acc te_acc
0 1.41415109379 2.64542149871 0.520962634881 0.039426523342
1 0.970868606957 2.79579331371 0.687523749465 0.039426523342
2 0.839805540078 3.45487017956 0.739962001199 0.039426523342
3 0.722992103224 3.09798150137 0.774034199034 0.120669055761
4 0.634721053704 3.65896877906 0.802533249065 0.218637992903
5 0.570373546307 2.6445544387 0.827359088574 0.334528076713
6 0.523698025938 1.61792729476 0.842431919314 0.549581839192
7 0.474196473298 2.39909038393 0.859911337074 0.537634406466
8 0.446678298651 3.4613698503 0.866244459303 0.459976104425
9 0.396189153874 1.78213696711 0.881823939247 0.585424132529
10 0.353682211927 2.10560023799 0.897023433134 0.548387095492
11 0.305502273876 1.75969228764 0.913489550967 0.594982076432
12 0.312644842001 2.79192301877 0.909816339954 0.505376343374
13 0.320663503932 1.90775327287 0.913742875487 0.551971324598
14 0.248074970191 2.95008442393 0.935275491315 0.592592588747
15 0.259285055292 2.37595247767 0.935528815751 0.579450415454
16 0.247739766903 2.3141378358 0.941988600712 0.566308241022
17 0.225580729658 1.75188422075 0.950348322055 0.645161287332
18 0.214691856011 1.72045241832 0.949968334555 0.684587813834
19 0.202780139218 2.17345518764 0.957061431822 0.627240139809
20 0.203043125739 2.17079559392 0.95655478196 0.646356034521
21 0.200691287045 1.84817226771 0.959721343075 0.629629625499
22 0.195353678992 1.89277321392 0.963901203293 0.66069294717
23 0.176742698736 1.80951469887 0.968714375614 0.676224608148
24 0.179108109591 2.09769346495 0.967827739158 0.648745516437
25 0.174990933611 2.03845138518 0.969094362947 0.664277176846
26 0.157546851996 2.09289754263 0.975934135612 0.617682194197
27 0.162985305253 2.37351131496 0.973274223906 0.6117084794
28 0.156230584078 2.23872569741 0.978847371467 0.654719232658
29 0.177129244268 2.52285621072 0.970487650291 0.58542413139
30 0.127560641978 2.03279414926 0.990246991767 0.655913976358
31 0.096618943073 1.86728333814 0.997846738442 0.703703700428
32 0.0921760140538 2.03160969872 0.997846738442 0.682198328997
33 0.0860792313151 1.85375165298 0.999240025332 0.698924729331
34 0.082446507583 1.99376642519 0.999240025332 0.688172039735
35 0.0789382635905 1.92446415669 0.999493350222 0.69175626998
36 0.0750091969986 1.96577397583 0.999873337555 0.704898444128
37 0.0719765687759 1.83437292963 1.0 0.725209076487
38 0.0690874008513 2.04900429796 1.0 0.707287929819
39 0.0671454751016 1.87027022574 0.999746675111 0.722819594286
40 0.0650649034086 2.03507204081 0.999620012379 0.69892473339
41 0.0642386620481 1.95563783441 0.999493350222 0.702508956728
42 0.086304693511 3.48255366635 0.991893603547 0.578255673178
43 0.123941829583 2.63798028337 0.980367321172 0.580645160293
44 0.110977468554 2.26563010976 0.986067130522 0.611708481394
45 0.0978104570872 1.84262810087 0.990753641258 0.672640379612
46 0.105309942376 2.63640021267 0.986953768744 0.606929510654
47 0.126530020574 2.51746279649 0.980240658441 0.579450416593
48 0.0977435283264 1.90418577707 0.992020265704 0.655913975789
49 0.0749566050111 1.86640200022 0.99860671311 0.666666663961
50 0.0720376911601 2.15534252064 0.998986700443 0.653524489528
51 0.0686290564333 2.05010908607 0.999493350222 0.677419350708
52 0.0660621608385 2.0237174121 0.999873337555 0.692951011686
53 0.063639919994 2.08069707715 0.999873337555 0.684587810059
